cue,target,thisN,thisTrialN,thisRepN,end_guess.keys,guess_reached.keys,end_encoding.keys,guess_reached.rt,guess_reached.duration,end_cued_recall.keys,recall_reached.keys,recall_selection.keys,recall_reached.rt,recall_reached.duration,recall_selection.rt,recall_selection.duration,list_item,kind,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,break_resp.keys,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,test_practice_trials.thisRepN,test_practice_trials.thisTrialN,test_practice_trials.thisN,test_practice_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,semantic_mapping.thisRepN,semantic_mapping.thisTrialN,semantic_mapping.thisN,semantic_mapping.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,instructions1.started,instructions1_text.started,instruction1_key.started,instructions1.stopped,instruction1_key.keys,instruction1_key.rt,instruction1_key.duration,instructions2.started,instructions2_text.started,instruction2_key.started,instructions2.stopped,instruction2_key.keys,instruction2_key.rt,instruction2_key.duration,instructions3.started,instructions3_text.started,instruction3_key.started,instructions3.stopped,instruction3_key.keys,instruction3_key.rt,instruction3_key.duration,instructions4.started,instructions4_text.started,instruction4_key.started,instructions4.stopped,instruction4_key.keys,instruction4_key.rt,instruction4_key.duration,iti_learning_practice.started,ISI_4.started,iti_learning_practice.stopped,guess.started,guess.stopped,practice_trials.end_guess.keys,guess_response.started,guess_response.stopped,practice_trials.guess_reached.keys,feedback_guess.started,feedback_guess.stopped,encode.started,dash_stim_learning.started,cue_stim_learning.started,target_stim.started,end_encoding.started,encode.stopped,practice_trials.end_encoding.keys,dash_stim_guessing.started,cue_stim_guessing.started,guess_stim.started,end_guess.started,dash_stim_guessing_resp.started,cue_stim_guessing_resp.started,guess_stim_resp.started,guess_question.started,guess_reached.started,practice_trials.guess_reached.rt,practice_trials.guess_reached.duration,start_task.started,start_task_text.started,start_key.started,start_task.stopped,start_key.keys,start_key.rt,start_key.duration,iti_learning.started,ISI.started,iti_learning.stopped,learning_trials.end_guess.keys,learning_trials.guess_reached.keys,learning_trials.end_encoding.keys,learning_trials.guess_reached.rt,learning_trials.guess_reached.duration,end_part1.started,end_part1_key.started,end_part1_text.started,end_part1.stopped,end_part1_key.keys,end_part1_key.rt,end_part1_key.duration,instructions_recall.started,recall_instructions_text.started,recall_instructions_key.started,instructions_recall.stopped,recall_instructions_key.keys,recall_instructions_key.rt,recall_instructions_key.duration,iti_recall.started,ISI_2.started,iti_recall.stopped,cued_recall.started,cue_stim_recall.started,dash_stim_recall.started,qmark_target.started,end_cued_recall.started,cue_stim_recall.stopped,dash_stim_recall.stopped,qmark_target.stopped,end_cued_recall.stopped,cued_recall.stopped,test_practice_trials.end_cued_recall.keys,recall_response.started,dash_stim_recall_resp.started,cue_stim_recall_resp.started,recall_stim_resp.started,recall_question.started,recall_reached.started,dash_stim_recall_resp.stopped,cue_stim_recall_resp.stopped,recall_stim_resp.stopped,recall_question.stopped,recall_reached.stopped,recall_response.stopped,test_practice_trials.recall_reached.keys,recall_select.started,recall_select.stopped,test_practice_trials.recall_selection.keys,test_practice_trials.recall_reached.rt,test_practice_trials.recall_reached.duration,dash_stim_recall_select.started,cue_stim_recall_select.started,recall_stim_select.started,recall_question_select.started,recall_selection.started,test_practice_trials.recall_selection.rt,test_practice_trials.recall_selection.duration,test_trials.end_cued_recall.keys,test_trials.recall_reached.keys,test_trials.recall_reached.rt,test_trials.recall_reached.duration,test_trials.recall_selection.keys,test_trials.recall_selection.rt,test_trials.recall_selection.duration,end_part2.started,end_part2_key.started,end_part2_text.started,end_part2.stopped,end_part2_key.keys,end_part2_key.rt,end_part2_key.duration,instructions_semantic_mapping.started,sm_instructions_text.started,sm_instructions_key.started,instructions_semantic_mapping.stopped,sm_instructions_key.keys,sm_instructions_key.rt,sm_instructions_key.duration,iti_mapping.started,ISI_3.started,iti_mapping.stopped,item.started,semantic_map_item.started,living_nonliving.started,end_mapping.started,licing_nonliving_text.started,item.stopped,semantic_mapping.living_nonliving.keys,semantic_mapping.living_nonliving.rt,semantic_mapping.living_nonliving.duration,semantic_mapping.end_mapping.keys,mapping_break.started,mapping_break.stopped,semantic_mapping.break_resp.keys,semantic_map_item.stopped,living_nonliving.stopped,end_mapping.stopped,licing_nonliving_text.stopped,thanks.started,thanks_text.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Mappe,Buch,49,49,0,,,,,,None,f,None,0.4508211000356823,0.5439983999822289,,,,,,,,,,,,,,,,,,,,,,0,49,49,36,,,,,2193.2642593000783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2193.2537062000483,0.006285700015723705,2195.2443377000745,2195.2467487000395,2195.2642695000395,2195.2642695000395,2195.2642695000395,2195.2642695000395,,,,,2200.252562500071,,2200.2541007000254,2200.263433300075,2200.263433300075,2200.263433300075,2200.263433300075,2200.263433300075,,,,,,2202.2533887000754,,2202.2597479000688,2202.2597852000035,,,,,,,,,,,None,f,0.4508211000356823,0.5439983999822289,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Scheidung,Anwalt,50,50,0,,,,,,None,g,1,0.5036739999195561,0.2975999000482261,1.357384099974297,0.2930342999752611,,,,,,,,,,,,,,,,,,,,0,50,50,7,,,,,2202.275887500029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2202.2599047000986,0.00011850008741021156,2204.250267400057,2204.252712900052,2204.2645137000363,2204.2645137000363,2204.2645137000363,2204.2645137000363,2209.2631968000205,2209.2631968000205,2209.2631968000205,2209.2631968000205,2209.2534624000546,,2209.2555862000445,2209.2631968000205,2209.2631968000205,2209.2631968000205,2209.2631968000205,2209.2631968000205,2211.2755894000875,2211.2755894000875,2211.2755894000875,2211.2755894000875,2211.2755894000875,2211.2531459000893,,2211.2596654000226,2215.263397600036,,,,2211.2755894000875,2211.2755894000875,2211.2755894000875,2211.2755894000875,2211.2755894000875,,,None,g,0.5036739999195561,0.2975999000482261,1,1.357384099974297,0.2930342999752611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Zimt,Rolle,51,51,0,,,,,,None,f,None,0.8513322999933735,0.328062399988994,,,,,,,,,,,,,,,,,,,,,,0,51,51,77,,,,,2215.2745465000626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215.2636603000574,0.003889000043272972,2217.2530595000135,2217.254973800038,2217.275458600023,2217.275458600023,2217.275458600023,2217.275458600023,,,,,2222.264283400029,,2222.266014600056,2222.275079300045,2222.275079300045,2222.275079300045,2222.275079300045,2222.275079300045,,,,,,2224.2647499000886,,2224.271176500013,2224.2712142000673,,,,,,,,,,,None,f,0.8513322999933735,0.328062399988994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Fakt,Wissen,52,52,0,,,,,,None,f,None,0.6725292999763042,0.3366542999865487,,,,,,,,,,,,,,,,,,,,,,0,52,52,4,,,,,2224.2871615000768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224.271330400021,0.00011419993825256824,2226.2619230001,2226.264075800078,2226.275551800034,2226.275551800034,2226.275551800034,2226.275551800034,2231.2752122000093,2231.2752122000093,2231.2752122000093,2231.2752122000093,2231.2644280000823,,2231.265938400058,2231.2752122000093,2231.2752122000093,2231.2752122000093,2231.2752122000093,2231.2752122000093,2233.2866659000283,2233.2866659000283,2233.2866659000283,2233.2866659000283,2233.2866659000283,2233.2649818999926,,2233.2712670000037,2233.271298800013,,,,,,,,,,,None,f,0.6725292999763042,0.3366542999865487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Vers,Poesie,53,53,0,,,,,,None,g,3,0.2975284999702126,0.32124030007980764,1.3889779000310227,0.3243084999267012,,,,,,,,,,,,,,,,,,,,0,53,53,46,,,,,2233.2866659000283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233.271414200077,0.0001151000615209341,2235.261170800077,2235.2631600000896,2235.2863695000997,2235.2863695000997,2235.2863695000997,2235.2863695000997,,,,,2240.2756656000856,,2240.2776536000893,2240.285727599985,2240.285727599985,2240.285727599985,2240.285727599985,2240.285727599985,,,,,,2242.2752498000627,,2242.281583800097,2246.275043700007,,,,2242.2973079000367,2242.2973079000367,2242.2973079000367,2242.2973079000367,2242.2973079000367,,,None,g,0.2975284999702126,0.32124030007980764,3,1.3889779000310227,0.3243084999267012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Diskussion,Vorlesung,54,54,0,,,,,,None,g,1,0.6926094999071211,0.296904299990274,1.042951999930665,0.35121480002999306,,,,,,,,,,,,,,,,,,,,0,54,54,27,,,,,2246.2867031000787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2246.2754544999916,0.004175800015218556,2248.2652770000277,2248.267810199992,2248.2977900000988,2248.2977900000988,2248.2977900000988,2248.2977900000988,,,,,2253.2756262000185,,2253.2777021999937,2253.285868900013,2253.285868900013,2253.285868900013,2253.285868900013,2253.285868900013,,,,,,2255.275510000065,,2255.2821516999975,2259.276471900055,,,,2255.2975333000068,2255.2975333000068,2255.2975333000068,2255.2975333000068,2255.2975333000068,,,None,g,0.6926094999071211,0.296904299990274,1,1.042951999930665,0.35121480002999306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Kind,Junge,55,55,0,,,,,,None,g,2,0.5289863999933004,0.2805848999414593,1.0228280000155792,0.4104980999836698,,,,,,,,,,,,,,,,,,,,0,55,55,60,,,,,2259.2873299000785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259.2767977000913,0.005524700041860342,2261.267805300071,2261.2700615000213,2261.287501199986,2261.287501199986,2261.287501199986,2261.287501199986,,,,,2266.2758094000164,,2266.2774644000456,2266.286676399992,2266.286676399992,2266.286676399992,2266.286676399992,2266.286676399992,,,,,,2268.275743400096,,2268.2824558999855,2272.275526600075,,,,2268.2988739000866,2268.2988739000866,2268.2988739000866,2268.2988739000866,2268.2988739000866,,,None,g,0.5289863999933004,0.2805848999414593,2,1.0228280000155792,0.4104980999836698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Tradition,Weihnachten,56,56,0,,,,,,None,g,4,1.0989188000094146,0.2933664999436587,2.0560504999011755,0.2777784001082182,,,,,,,,,,,,,,,,,,,,0,56,56,45,,,,,2272.286508899997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.275837699999,0.004561600042507052,2274.2670976000372,2274.269591200049,2274.298145400011,2274.298145400011,2274.298145400011,2274.298145400011,,,,,2279.2760221000062,,2279.2781048000325,2279.286085800035,2279.286085800035,2279.286085800035,2279.286085800035,2279.286085800035,,,,,,2281.275689900038,,2281.2821472000796,2285.2762368000112,,,,2281.2980280000484,2281.2980280000484,2281.2980280000484,2281.2980280000484,2281.2980280000484,,,None,g,1.0989188000094146,0.2933664999436587,4,2.0560504999011755,0.2777784001082182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Golf,Loch,57,57,0,,,,,,None,g,2,0.6724362999666482,0.31198520003817976,2.09836050006561,0.4590887998929247,,,,,,,,,,,,,,,,,,,,0,57,57,17,,,,,2285.2875550000463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285.2765115000075,0.005229500005953014,2287.2665432000067,2287.268392800004,2287.287576400093,2287.287576400093,2287.287576400093,2287.287576400093,,,,,2292.2762484000996,,2292.277896200074,2292.287093400024,2292.287093400024,2292.287093400024,2292.287093400024,2292.287093400024,,,,,,2294.2762187999906,,2294.282412600005,2298.276376200025,,,,2294.2983253001003,2294.2983253001003,2294.2983253001003,2294.2983253001003,2294.2983253001003,,,None,g,0.6724362999666482,0.31198520003817976,2,2.09836050006561,0.4590887998929247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Humor,Komödie,58,58,0,,,,,,None,g,4,1.2963139000348747,0.29077829991001636,1.7222608000738546,0.31225989991798997,,,,,,,,,,,,,,,,,,,,0,58,58,33,,,,,2298.2871894000564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2298.276653100038,0.005371400038711727,2300.2677125000628,2300.270508400048,2300.286896500038,2300.286896500038,2300.286896500038,2300.286896500038,,,,,2305.276389900013,,2305.278262900072,2305.287178800092,2305.287178800092,2305.287178800092,2305.287178800092,2305.287178800092,,,,,,2307.2766822000267,,2307.283443100052,2311.2766549000517,,,,2307.2990993000567,2307.2990993000567,2307.2990993000567,2307.2990993000567,2307.2990993000567,,,None,g,1.2963139000348747,0.29077829991001636,4,1.7222608000738546,0.31225989991798997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Zunge,Backe,59,59,0,,,,,,None,g,1,0.5120970000280067,0.2732777999481186,1.1919371999101713,0.3979356000199914,,,,,,,,,,,,,,,,,,,,0,59,59,49,,,,,2311.2870023000287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2311.2769290000433,0.005647500045597553,2313.2663386000786,2313.268284199992,2313.288472000044,2313.288472000044,2313.288472000044,2313.288472000044,,,,,2318.2761530000716,,2318.278115699999,2318.2872959000524,2318.2872959000524,2318.2872959000524,2318.2872959000524,2318.2872959000524,,,,,,2320.2770486000227,,2320.2833392000757,2324.2763729,,,,2320.2994646000443,2320.2994646000443,2320.2994646000443,2320.2994646000443,2320.2994646000443,,,None,g,0.5120970000280067,0.2732777999481186,1,1.1919371999101713,0.3979356000199914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Rasen,Pflege,60,60,0,,,,,,None,f,None,0.8200480000814423,0.29378629999700934,,,,,,,,,,,,,,,,,,,,,,0,60,60,19,,,,,2324.2877676000353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2324.276690000086,0.00541230000089854,2326.2661598999985,2326.268385500065,2326.2889380000997,2326.2889380000997,2326.2889380000997,2326.2889380000997,,,,,2331.2770047000377,,2331.2787399000954,2331.287818800076,2331.287818800076,2331.287818800076,2331.287818800076,2331.287818800076,,,,,,2333.276731900056,,2333.2830548000056,2333.283092900063,,,,,,,,,,,None,f,0.8200480000814423,0.29378629999700934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Kamin,Ziegel,61,61,0,,,,,,None,g,3,0.5643986000213772,0.2558839999837801,1.1837245000060648,0.30731840000953525,,,,,,,,,,,,,,,,,,,,0,61,61,58,,,,,2333.299396999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2333.2832074000034,0.00011280004400759935,2335.274057200062,2335.2758351000957,2335.287695200066,2335.287695200066,2335.287695200066,2335.287695200066,2340.2868316000095,2340.2868316000095,2340.2868316000095,2340.2868316000095,2340.277575000073,,2340.2792636000086,2340.2868316000095,2340.2868316000095,2340.2868316000095,2340.2868316000095,2340.2868316000095,2342.299199400004,2342.299199400004,2342.299199400004,2342.299199400004,2342.299199400004,2342.277213299996,,2342.2839554999955,2346.2879247000674,,,,2342.299199400004,2342.299199400004,2342.299199400004,2342.299199400004,2342.299199400004,,,None,g,0.5643986000213772,0.2558839999837801,3,1.1837245000060648,0.30731840000953525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Tänzer,Musik,62,62,0,,,,,,None,g,1,0.4727333999471739,0.23871240008156747,1.1931420000037178,0.38735909992828965,,,,,,,,,,,,,,,,,,,,0,62,62,42,,,,,2346.2995600000722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346.2881583999842,0.005075399996712804,2348.278130999999,2348.2805526000448,2348.3008491999935,2348.3008491999935,2348.3008491999935,2348.3008491999935,,,,,2353.2877895000856,,2353.289700100082,2353.2986306000967,2353.2986306000967,2353.2986306000967,2353.2986306000967,2353.2986306000967,,,,,,2355.287617800059,,2355.294247700018,2359.287403400056,,,,2355.3098597000353,2355.3098597000353,2355.3098597000353,2355.3098597000353,2355.3098597000353,,,None,g,0.4727333999471739,0.23871240008156747,1,1.1931420000037178,0.38735909992828965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Beutel,Sack,63,63,0,,,,,,None,g,2,0.4490890000015497,0.2968099999707192,1.5015842999564484,0.41282570001203567,,,,,,,,,,,,,,,,,,,,0,63,63,13,,,,,2359.298444300075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2359.2876839000965,0.004606200032867491,2361.2776084000943,2361.279827999999,2361.3098870000103,2361.3098870000103,2361.3098870000103,2361.3098870000103,,,,,2366.28888690006,,2366.2906371999998,2366.2982219000114,2366.2982219000114,2366.2982219000114,2366.2982219000114,2366.2982219000114,,,,,,2368.2878711000085,,2368.2945600000676,2372.288466400001,,,,2368.3110019000014,2368.3110019000014,2368.3110019000014,2368.3110019000014,2368.3110019000014,,,None,g,0.4490890000015497,0.2968099999707192,2,1.5015842999564484,0.41282570001203567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Eingeweide,Organ,64,64,0,,,,,,None,g,3,0.317685000016354,0.2849144999636337,2.668853300041519,0.30957249994389713,,,,,,,,,,,,,,,,,,,,0,64,64,28,,,,,2372.2993252000306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2372.288743000012,0.005668799974955618,2374.2800496000564,2374.2826018000487,2374.2994156000204,2374.2994156000204,2374.2994156000204,2374.2994156000204,,,,,2379.2881867000833,,2379.290128200082,2379.2989967000904,2379.2989967000904,2379.2989967000904,2379.2989967000904,2379.2989967000904,,,,,,2381.2879915999947,,2381.2943402000237,2385.2879882000852,,,,2381.3107517000753,2381.3107517000753,2381.3107517000753,2381.3107517000753,2381.3107517000753,,,None,g,0.317685000016354,0.2849144999636337,3,2.668853300041519,0.30957249994389713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Frieden,Harmonie,65,65,0,,,,,,None,f,None,0.5084028000710532,0.3651988999918103,,,,,,,,,,,,,,,,,,,,,,0,65,65,30,,,,,2385.2994356000563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385.2882595000556,0.005182399996556342,2387.2784601000603,2387.2807789000217,2387.300151500036,2387.300151500036,2387.300151500036,2387.300151500036,,,,,2392.2884693000233,,2392.290397600038,2392.299671899993,2392.299671899993,2392.299671899993,2392.299671899993,2392.299671899993,,,,,,2394.2888011999894,,2394.2958408000413,2394.2958794999868,,,,,,,,,,,None,f,0.5084028000710532,0.3651988999918103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Soldat,Kämpfer,66,66,0,,,,,,None,g,4,0.3589640000136569,0.33478709997143596,1.5413989999797195,0.3285252000205219,,,,,,,,,,,,,,,,,,,,0,66,66,10,,,,,2394.3110956000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394.2960124000674,0.00014249992091208696,2396.286003999994,2396.287972600083,2396.310249500093,2396.310249500093,2396.310249500093,2396.310249500093,,,,,2401.299371800036,,2401.301426100079,2401.310388199985,2401.310388199985,2401.310388199985,2401.310388199985,2401.310388199985,,,,,,2403.299710600055,,2403.3060766999843,2407.2990806000307,,,,2403.32229000004,2403.32229000004,2403.32229000004,2403.32229000004,2403.32229000004,,,None,g,0.3589640000136569,0.33478709997143596,4,1.5413989999797195,0.3285252000205219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Insel,Meer,67,67,0,,,,,,None,g,4,1.3213889000471681,0.22120369994081557,1.6619722000323236,0.32302509993314743,,,,,,,,,,,,,,,,,,,,0,67,67,34,,,,,2407.3099679000443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2407.299376900075,0.003515099990181625,2409.2893533000024,2409.2915463000536,2409.310437900014,2409.310437900014,2409.310437900014,2409.310437900014,,,,,2414.2992109000916,,2414.301035500015,2414.3101614000043,2414.3101614000043,2414.3101614000043,2414.3101614000043,2414.3101614000043,,,,,,2416.299080400029,,2416.3064211000456,2420.2998218000866,,,,2416.3224802000914,2416.3224802000914,2416.3224802000914,2416.3224802000914,2416.3224802000914,,,None,g,1.3213889000471681,0.22120369994081557,4,1.6619722000323236,0.32302509993314743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Leistung,Ehre,68,68,0,,,,,,None,f,None,0.34175799996592104,0.3008968000067398,,,,,,,,,,,,,,,,,,,,,,0,68,68,5,,,,,2420.3105771000264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2420.300140000065,0.004281100002117455,2422.2912674000254,2422.2936931999866,2422.3214979000622,2422.3214979000622,2422.3214979000622,2422.3214979000622,,,,,2427.2996050000656,,2427.3014536000555,2427.3103768000146,2427.3103768000146,2427.3103768000146,2427.3103768000146,2427.3103768000146,,,,,,2429.3002681999933,,2429.306775700068,2429.306812099996,,,,,,,,,,,None,f,0.34175799996592104,0.3008968000067398,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Floh,Käfer,69,69,0,,,,,,None,g,3,0.7757592999842018,0.13298270001541823,1.4732122999848798,0.3389150999719277,,,,,,,,,,,,,,,,,,,,0,69,69,29,,,,,2429.3219158999855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2429.306927800062,0.00011520006228238344,2431.2971235000296,2431.2989084,2431.3219934999943,2431.3219934999943,2431.3219934999943,2431.3219934999943,,,,,2436.3109776000492,,2436.3125235000625,2436.321617800044,2436.321617800044,2436.321617800044,2436.321617800044,2436.321617800044,,,,,,2438.311176200048,,2438.3174284000415,2442.3109745000256,,,,2438.334244800033,2438.334244800033,2438.334244800033,2438.334244800033,2438.334244800033,,,None,g,0.7757592999842018,0.13298270001541823,3,1.4732122999848798,0.3389150999719277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Gast,Zimmer,70,70,0,,,,,,None,f,None,0.4746551999123767,0.29846960003487766,,,,,,,,,,,,,,,,,,,,,,0,70,70,14,,,,,2442.322315700003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2442.311206400045,0.004405800020322204,2444.3007877999917,2444.3026857000077,2444.3221611999907,2444.3221611999907,2444.3221611999907,2444.3221611999907,,,,,2449.3115357999923,,2449.3133599000284,2449.32141590002,2449.32141590002,2449.32141590002,2449.32141590002,2449.32141590002,,,,,,2451.311443499988,,2451.31799520005,2451.318032399984,,,,,,,,,,,None,f,0.4746551999123767,0.29846960003487766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
