cue,target,thisN,thisTrialN,thisRepN,end_guess.keys,guess_reached.keys,end_encoding.keys,guess_reached.rt,guess_reached.duration,end_cued_recall.keys,recall_reached.keys,recall_selection.keys,recall_reached.rt,recall_reached.duration,recall_selection.rt,recall_selection.duration,list_item,kind,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,break_resp.keys,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,test_practice_trials.thisRepN,test_practice_trials.thisTrialN,test_practice_trials.thisN,test_practice_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,semantic_mapping.thisRepN,semantic_mapping.thisTrialN,semantic_mapping.thisN,semantic_mapping.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,instructions1.started,instructions1_text.started,instruction1_key.started,instructions1.stopped,instruction1_key.keys,instruction1_key.rt,instruction1_key.duration,instructions2.started,instructions2_text.started,instruction2_key.started,instructions2.stopped,instruction2_key.keys,instruction2_key.rt,instruction2_key.duration,instructions3.started,instructions3_text.started,instruction3_key.started,instructions3.stopped,instruction3_key.keys,instruction3_key.rt,instruction3_key.duration,instructions4.started,instructions4_text.started,instruction4_key.started,instructions4.stopped,instruction4_key.keys,instruction4_key.rt,instruction4_key.duration,iti_learning_practice.started,ISI_4.started,iti_learning_practice.stopped,guess.started,guess.stopped,practice_trials.end_guess.keys,guess_response.started,guess_response.stopped,practice_trials.guess_reached.keys,feedback_guess.started,feedback_guess.stopped,encode.started,dash_stim_learning.started,cue_stim_learning.started,target_stim.started,end_encoding.started,encode.stopped,practice_trials.end_encoding.keys,dash_stim_guessing.started,cue_stim_guessing.started,guess_stim.started,end_guess.started,dash_stim_guessing_resp.started,cue_stim_guessing_resp.started,guess_stim_resp.started,guess_question.started,guess_reached.started,practice_trials.guess_reached.rt,practice_trials.guess_reached.duration,start_task.started,start_task_text.started,start_key.started,start_task.stopped,start_key.keys,start_key.rt,start_key.duration,iti_learning.started,ISI.started,iti_learning.stopped,learning_trials.end_guess.keys,learning_trials.guess_reached.keys,learning_trials.end_encoding.keys,learning_trials.guess_reached.rt,learning_trials.guess_reached.duration,end_part1.started,end_part1_key.started,end_part1_text.started,end_part1.stopped,end_part1_key.keys,end_part1_key.rt,end_part1_key.duration,instructions_recall.started,recall_instructions_text.started,recall_instructions_key.started,instructions_recall.stopped,recall_instructions_key.keys,recall_instructions_key.rt,recall_instructions_key.duration,iti_recall.started,ISI_2.started,iti_recall.stopped,cued_recall.started,cue_stim_recall.started,dash_stim_recall.started,qmark_target.started,end_cued_recall.started,cue_stim_recall.stopped,dash_stim_recall.stopped,qmark_target.stopped,end_cued_recall.stopped,cued_recall.stopped,test_practice_trials.end_cued_recall.keys,recall_response.started,dash_stim_recall_resp.started,cue_stim_recall_resp.started,recall_stim_resp.started,recall_question.started,recall_reached.started,dash_stim_recall_resp.stopped,cue_stim_recall_resp.stopped,recall_stim_resp.stopped,recall_question.stopped,recall_reached.stopped,recall_response.stopped,test_practice_trials.recall_reached.keys,recall_select.started,recall_select.stopped,test_practice_trials.recall_selection.keys,test_practice_trials.recall_reached.rt,test_practice_trials.recall_reached.duration,dash_stim_recall_select.started,cue_stim_recall_select.started,recall_stim_select.started,recall_question_select.started,recall_selection.started,test_practice_trials.recall_selection.rt,test_practice_trials.recall_selection.duration,test_trials.end_cued_recall.keys,test_trials.recall_reached.keys,test_trials.recall_reached.rt,test_trials.recall_reached.duration,test_trials.recall_selection.keys,test_trials.recall_selection.rt,test_trials.recall_selection.duration,end_part2.started,end_part2_key.started,end_part2_text.started,end_part2.stopped,end_part2_key.keys,end_part2_key.rt,end_part2_key.duration,instructions_semantic_mapping.started,sm_instructions_text.started,sm_instructions_key.started,instructions_semantic_mapping.stopped,sm_instructions_key.keys,sm_instructions_key.rt,sm_instructions_key.duration,iti_mapping.started,ISI_3.started,iti_mapping.stopped,item.started,semantic_map_item.started,living_nonliving.started,end_mapping.started,licing_nonliving_text.started,item.stopped,semantic_mapping.living_nonliving.keys,semantic_mapping.living_nonliving.rt,semantic_mapping.living_nonliving.duration,semantic_mapping.end_mapping.keys,mapping_break.started,mapping_break.stopped,semantic_mapping.break_resp.keys,semantic_map_item.stopped,living_nonliving.stopped,end_mapping.stopped,licing_nonliving_text.stopped,thanks.started,thanks_text.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Beutel,Sack,54,54,0,None,h,None,1.0489013999467716,0.16581630008295178,,,,,,,,,,,,,,,,,,,0,54,54,13,,,,,,,,,,,,,884.6270618999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.6079954000888,892.6166415000334,,892.6183825000189,895.6166841000086,,,,895.6196846000385,895.6270177999977,895.6270177999977,895.6270177999977,895.6270177999977,901.6168019000906,,886.6272605000995,886.6272605000995,886.6272605000995,886.6272605000995,892.6277325000847,892.6277325000847,892.6277325000847,892.6277325000847,892.6277325000847,,,,,,,,,,884.616400100058,0.0037737999809905887,886.6063806000166,None,h,None,1.0489013999467716,0.16581630008295178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Helm,Kopf,55,55,0,None,None,None,,,,,,,,,,,,,,,,,,,,,0,55,55,56,,,,,,,,,,,,,901.6279414000455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.6093450000044,903.6093949000351,,903.6107385000214,903.6107800999889,,,,903.6133841000265,903.6275259000249,903.6275259000249,903.6275259000249,903.6275259000249,909.6173281000229,,,,,,,,,,,,,,,,,,,,901.6170626000967,0.0044457000913098454,903.6068813999882,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Traube,Rosine,56,56,0,None,None,None,,,,,,,,,,,,,,,,,,,,,0,56,56,72,,,,,,,,,,,,,909.6271322000539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.6109614000889,911.6110085000983,,911.6127101000166,911.612752999994,,,,911.6158665000694,911.6276999000693,911.6276999000693,911.6276999000693,911.6276999000693,917.6162553000031,,,,,,,,,,,,,,,,,,,,909.6175494000781,0.00678290007635951,911.6086430000141,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Anführer,Boss,57,57,0,None,f,None,0.9502598000690341,0.18886329990345985,,,,,,,,,,,,,,,,,,,0,57,57,12,,,,,,,,,,,,,917.6280873999931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.6100104000652,925.616860600072,,925.618887300021,928.6163041000254,,,,928.619547600043,928.6271204000805,928.6271204000805,928.6271204000805,928.6271204000805,934.6172256000573,,919.6390871000476,919.6390871000476,919.6390871000476,919.6390871000476,925.6271230999846,925.6271230999846,925.6271230999846,925.6271230999846,925.6271230999846,,,,,,,,,,917.6164754000492,0.0037368000485002995,919.6076035000151,None,f,None,0.9502598000690341,0.18886329990345985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Vergangenheit,Erinnerungen,58,58,0,None,g,None,0.8692867000354454,0.2657968000276014,,,,,,,,,,,,,,,,,,,0,58,58,23,,,,,,,,,,,,,934.6282089999877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.6097546000965,942.6168788000941,,942.619412100059,945.6167121999897,,,,945.6201248000143,945.6274026000174,945.6274026000174,945.6274026000174,945.6274026000174,951.6172787999967,,936.6391156000318,936.6391156000318,936.6391156000318,936.6391156000318,942.6279212000081,942.6279212000081,942.6279212000081,942.6279212000081,942.6279212000081,,,,,,,,,,934.6174907000968,0.004757900023832917,936.6070563000394,None,g,None,0.8692867000354454,0.2657968000276014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Service,Kunde,59,59,0,None,None,None,,,,,,,,,,,,,,,,,,,,,0,59,59,8,,,,,,,,,,,,,951.6280047000619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.6104143999983,953.6104642000282,,953.6121195000596,953.612163700047,,,,953.6152070000535,953.6282249999931,953.6282249999931,953.6282249999931,953.6282249999931,959.6168259000406,,,,,,,,,,,,,,,,,,,,951.6175403000088,0.0048071000492200255,953.6079039000906,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Scheidung,Anwalt,60,60,0,None,None,None,,,,,,,,,,,,,,,,,,,,,0,60,60,7,,,,,,,,,,,,,959.627839700086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.6103725000285,961.6104185000295,,961.6122538000345,961.6122969000135,,,,961.6155386000173,961.6288916000631,961.6288916000631,961.6288916000631,961.6288916000631,967.6172116000671,,,,,,,,,,,,,,,,,,,,959.6170637999894,0.004913099925033748,961.6072376000229,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Zeichnung,Bleistift,61,61,0,None,h,None,1.0780723000643775,0.19318229996133596,,,,,,,,,,,,,,,,,,,0,61,61,11,,,,,,,,,,,,,967.6281569000566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.6094785000896,975.6177124000387,,975.6197231000988,978.6175779000623,,,,978.6207785999868,978.6276496000355,978.6276496000355,978.6276496000355,978.6276496000355,984.6174468999961,,969.6295092999935,969.6295092999935,969.6295092999935,969.6295092999935,975.628543100087,975.628543100087,975.628543100087,975.628543100087,975.628543100087,,,,,,,,,,967.6174342000159,0.005148199968971312,969.6072854000377,None,h,None,1.0780723000643775,0.19318229996133596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Teleskop,Mikroskop,62,62,0,None,None,None,,,,,,,,,,,,,,,,,,,,,0,62,62,43,,,,,,,,,,,,,984.6283816000214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.6099274000153,986.6099703999935,,986.611677100067,986.6117150000064,,,,986.6152162000071,986.6296080000466,986.6296080000466,986.6296080000466,986.6296080000466,992.6182587000076,,,,,,,,,,,,,,,,,,,,984.6176387000596,0.005347599973902106,986.6075599000324,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Chips,Salz,63,63,0,None,h,None,1.1237992000533268,0.17642239993438125,,,,,,,,,,,,,,,,,,,0,63,63,1,,,,,,,,,,,,,992.6293023000471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.6116282000439,1000.6177111000288,,1000.619677000097,1003.6173296000343,,,,1003.6201210999861,1003.6285666000331,1003.6285666000331,1003.6285666000331,1003.6285666000331,1009.6178972000489,,994.6291638000403,994.6291638000403,994.6291638000403,994.6291638000403,1000.6280991000822,1000.6280991000822,1000.6280991000822,1000.6280991000822,1000.6280991000822,,,,,,,,,,992.6185218000319,0.006823900039307773,994.6095011000289,None,h,None,1.1237992000533268,0.17642239993438125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Wein,Abendessen,64,64,0,None,None,None,,,,,,,,,,,,,,,,,,,,,0,64,64,74,,,,,,,,,,,,,1009.6286996999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.6114008000586,1011.6114507000893,,1011.6128717000829,1011.6129154000664,,,,1011.61618370004,1011.6289288999978,1011.6289288999978,1011.6289288999978,1011.6289288999978,1017.6174340000143,,,,,,,,,,,,,,,,,,,,1009.6181555000367,0.006463600089773536,1011.6094284000574,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Kante,Messer,65,65,0,None,None,None,,,,,,,,,,,,,,,,,,,,,0,65,65,59,,,,,,,,,,,,,1017.6296898000874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.6104244000744,1019.6104708000785,,1019.6120160000864,1019.6120577000547,,,,1019.6150333000114,1019.6300592999905,1019.6300592999905,1019.6300592999905,1019.6300592999905,1025.61799040006,,,,,,,,,,,,,,,,,,,,1017.6176535000559,0.004750399966724217,1019.6083087000297,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Floh,Käfer,66,66,0,None,h,None,0.8823494999669492,0.18833929998800159,,,,,,,,,,,,,,,,,,,0,66,66,29,,,,,,,,,,,,,1025.628873400041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.6113967000274,1033.6187613999937,,1033.620643000002,1036.6176073000534,,,,1036.6206686000805,1036.6286601000465,1036.6286601000465,1036.6286601000465,1036.6286601000465,1042.6179237000179,,1027.6293773000361,1027.6293773000361,1027.6293773000361,1027.6293773000361,1033.6282630000496,1033.6282630000496,1033.6282630000496,1033.6282630000496,1033.6282630000496,,,,,,,,,,1025.618247000035,0.006207600003108382,1027.6094381000148,None,h,None,0.8823494999669492,0.18833929998800159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Tänzer,Musik,67,67,0,None,h,None,0.4494034999515861,0.19885670009534806,,,,,,,,,,,,,,,,,,,0,67,67,42,,,,,,,,,,,,,1042.628923600074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.610270800069,1050.6183707000455,,1050.6207101000473,1053.6187649000203,,,,1053.6219578000018,1053.6415543000912,1053.6415543000912,1053.6415543000912,1053.6415543000912,1059.6180054000579,,1044.630455100094,1044.630455100094,1044.630455100094,1044.630455100094,1050.6286551000085,1050.6286551000085,1050.6286551000085,1050.6286551000085,1050.6286551000085,,,,,,,,,,1042.61815330002,0.006108699948526919,1044.6078306999989,None,h,None,0.4494034999515861,0.19885670009534806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Winkel,Kurve,68,68,0,None,None,None,,,,,,,,,,,,,,,,,,,,,0,68,68,75,,,,,,,,,,,,,1059.6300466000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.6098186000017,1061.6098611000925,,1061.6113324000034,1061.6113744000904,,,,1061.6143051000545,1061.6306211000774,1061.6306211000774,1061.6306211000774,1061.6306211000774,1067.6185403000563,,,,,,,,,,,,,,,,,,,,1059.6182182000484,0.006168499938212335,1061.6077800000785,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Raum,Platz,69,69,0,None,None,None,,,,,,,,,,,,,,,,,,,,,0,69,69,39,,,,,,,,,,,,,1067.629366600071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069.6106385000749,1069.6106829000637,,1069.612107800087,1069.6121494000545,,,,1069.6150917999912,1069.6300599999959,1069.6300599999959,1069.6300599999959,1069.6300599999959,1075.6189808000345,,,,,,,,,,,,,,,,,,,,1067.6187919999938,0.0074275999795645475,1069.6086745000212,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Zunge,Backe,70,70,0,None,h,None,0.3927403000416234,0.24560969998128712,,,,,,,,,,,,,,,,,,,0,70,70,49,,,,,,,,,,,,,1075.6297600000398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077.6108127000043,1083.618981400039,,1083.620641299989,1086.618346100091,,,,1086.621319900034,1086.6288756000577,1086.6288756000577,1086.6288756000577,1086.6288756000577,1092.6191267000977,,1077.629891199991,1077.629891199991,1077.629891199991,1077.629891199991,1083.629261400085,1083.629261400085,1083.629261400085,1083.629261400085,1083.629261400085,,,,,,,,,,1075.6192050999962,0.007070499937981367,1077.6086902000243,None,h,None,0.3927403000416234,0.24560969998128712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Kamin,Ziegel,71,71,0,None,h,None,0.9990224000066519,0.19186379993334413,,,,,,,,,,,,,,,,,,,0,71,71,58,,,,,,,,,,,,,1092.6303093000315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.6119232000783,1100.6186144000385,,1100.6202475000173,1103.6183915000875,,,,1103.6215219000587,1103.6290457000723,1103.6290457000723,1103.6290457000723,1103.6290457000723,1109.6189608999994,,1094.6304957000539,1094.6304957000539,1094.6304957000539,1094.6304957000539,1100.6294728000648,1100.6294728000648,1100.6294728000648,1100.6294728000648,1100.6294728000648,,,,,,,,,,1092.6193891000003,0.0072592999786138535,1094.6098652000073,None,h,None,0.9990224000066519,0.19186379993334413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Teller,Gabel,72,72,0,None,g,None,0.6338898999383673,0.22688089997973293,,,,,,,,,,,,,,,,,,,0,72,72,44,,,,,,,,,,,,,1109.629881400033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.612250700011,1117.618518800009,,1117.6200919999974,1120.619243400055,,,,1120.6221035000635,1120.6293570999987,1120.6293570999987,1120.6293570999987,1120.6293570999987,1126.6189150999999,,1111.631525300094,1111.631525300094,1111.631525300094,1111.631525300094,1117.6295249999966,1117.6295249999966,1117.6295249999966,1117.6295249999966,1117.6295249999966,,,,,,,,,,1109.619186700089,0.007050600019283593,1111.610209000064,None,g,None,0.6338898999383673,0.22688089997973293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Soldat,Kämpfer,73,73,0,None,g,None,0.7541918000206351,0.25003890006337315,,,,,,,,,,,,,,,,,,,0,73,73,10,,,,,,,,,,,,,1126.629963100073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128.6116344000911,1134.6193992000772,,1134.6210868000053,1137.6193886999972,,,,1137.6225801000837,1137.6420657000272,1137.6420657000272,1137.6420657000272,1137.6420657000272,1143.6196722000604,,1128.6307905000867,1128.6307905000867,1128.6307905000867,1128.6307905000867,1134.6302007000195,1134.6302007000195,1134.6302007000195,1134.6302007000195,1134.6302007000195,,,,,,,,,,1126.619076400064,0.00693110004067421,1128.6088269000174,None,g,None,0.7541918000206351,0.25003890006337315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Mauer,Straße,74,74,0,None,g,None,1.2396769999759272,0.19900240004062653,,,,,,,,,,,,,,,,,,,0,74,74,64,,,,,,,,,,,,,1143.6305476000998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.6121173000429,1151.619570699986,,1151.6213299999945,1154.6186870000092,,,,1154.624088600045,1154.6414478000952,1154.6414478000952,1154.6414478000952,1154.6414478000952,1160.6195862999884,,1145.630438900087,1145.630438900087,1145.630438900087,1145.630438900087,1151.6303392000264,1151.6303392000264,1151.6303392000264,1151.6303392000264,1151.6303392000264,,,,,,,,,,1143.6199267000193,0.007790899951942265,1145.6100957000162,None,g,None,1.2396769999759272,0.19900240004062653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Schnorchel,Flossen,75,75,0,None,g,None,0.4957604999653995,0.3153145000105724,,,,,,,,,,,,,,,,,,,0,75,75,67,,,,,,,,,,,,,1160.6301116000395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.6134109999985,1168.6199358000886,,1168.6220758000854,1171.619389200001,,,,1171.6224006999983,1171.629782000091,1171.629782000091,1171.629782000091,1171.629782000091,1177.6190964000998,,1162.6308781000553,1162.6308781000553,1162.6308781000553,1162.6308781000553,1168.6299235000042,1168.6299235000042,1168.6299235000042,1168.6299235000042,1168.6299235000042,,,,,,,,,,1160.6198112000711,0.007675500004552305,1162.6109945999924,None,g,None,0.4957604999653995,0.3153145000105724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Diskussion,Vorlesung,76,76,0,None,h,None,1.9318507000571117,0.21543850004673004,,,,,,,,,,,,,,,,,,,0,76,76,27,,,,,,,,,,,,,1177.630874400027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179.6130211000564,1185.619648699998,,1185.621644900064,1188.6193551000906,,,,1188.622728300048,1188.6422255000798,1188.6422255000798,1188.6422255000798,1188.6422255000798,1194.6199945000699,,1179.6313261000905,1179.6313261000905,1179.6313261000905,1179.6313261000905,1185.6306223000865,1185.6306223000865,1185.6306223000865,1185.6306223000865,1185.6306223000865,,,,,,,,,,1177.6193658000557,0.007236000034026802,1179.6094282000558,None,h,None,1.9318507000571117,0.21543850004673004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
Häftling,Verurteilter,77,77,0,None,h,None,1.178625199943781,0.18785460002254695,,,,,,,,,,,,,,,,,,,0,77,77,55,,,,,,,,,,,,,1194.6317619000329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196.6132995000808,1202.6202259000856,,1202.6227673999965,1205.6191391000757,,,,1205.6224500000244,1205.6302891999949,1205.6302891999949,1205.6302891999949,1205.6302891999949,1211.6201221999945,,1196.6316422000527,1196.6316422000527,1196.6316422000527,1196.6316422000527,1202.6305801999988,1202.6305801999988,1202.6305801999988,1202.6305801999988,1202.6305801999988,,,,,,,,,,1194.6202189000323,0.008082699961960316,1196.610843100003,None,h,None,1.178625199943781,0.18785460002254695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211.6202881000936,1211.6308609000407,1211.6308609000407,1482.6680620000698,space,271.0259353000438,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581466,001,2024-12-04_10h30.09.307,learning,2024.2.4,89.61464806997705,2024-12-04 10h30.17.913095 +0100,
